,search_course,course_organization,course_title,course_type,course_difficulty,course_link,course_students_enrolled,skill
60,Data Science,IBM,Introduction to R Programming for Data Science,Course,Beginner,https://www.coursera.org/learn/introducton-r-programming-data-science,8.9k,"['Data Science', 'R Programming']"
61,Data Science,IBM,Statistics for Data Science with Python,Course,Mixed,https://www.coursera.org/learn/statistics-for-data-science-python,12k,"['Probability And Statistics', 'Regression Analysis', 'Data Visualization (DataViz)', 'Statistical Hypothesis Testing', 'Basic Descriptive Statistics']"
62,Data Science,University of Colorado Boulder,Data Science Methods for Quality Improvement,Specialization,Intermediate,https://www.coursera.org/specializations/data-science-methods-for-quality-improvement,2.5k,"['Data Science', 'Process Engineering', 'Data Analysis', 'Quality Improvement', 'Rstudio', 'analyzing data', 'describing data', 'using R', 'graphing data', 'Make decisions about process improvement', 'Analyzing a process for stability', 'Analyzing a process for capability']"
63,Data Science,The University of Edinburgh,Data Science in Stratified Healthcare and Precision Medicine,Course,Intermediate,https://www.coursera.org/learn/datascimed,18k,"['Data Science', 'Python Programming', 'Machine Learning', 'Image Analysis']"
64,Data Science,Georgia Institute of Technology,Materials Data Sciences and Informatics,Course,Intermediate,https://www.coursera.org/learn/material-informatics,13k,"['Informatics', 'Materials', 'Statistics', 'Data Science']"
65,Data Science,University of Michigan,Data Science Ethics,Course,Beginner,https://www.coursera.org/learn/data-science-ethics,26k,[]
66,Data Science,Yonsei University,Spatial Data Science and Applications,Course,Intermediate,https://www.coursera.org/learn/spatial-data-science,19k,"['Spatial Analysis', 'Qgis', 'Big Data', 'Geographic Information System (GIS)']"
67,Data Science,Codio,Data Science and Analysis Tools - from Jupyter to R Markdown,Specialization,Beginner,https://www.coursera.org/specializations/codio-data-science-python-jupyter-r-rstudio,3.4k,"['Python Programming', 'R Programming', 'Data Analysis', 'Data Visualization (DataViz)', 'Rstudio', 'Functions', 'Variables', 'Basic Descriptive Statistics', 'Data Science', 'Visual Communication', 'Histogram', 'Bar Chart']"
68,Data Science,Johns Hopkins University,Statistics for Genomic Data Science,Course,Mixed,https://www.coursera.org/learn/statistical-genomics,29k,"['Statistics', 'Data Analysis', 'R Programming', 'Biostatistics']"
69,Data Science,IBM,SQL for Data Science with R,Course,Beginner,https://www.coursera.org/learn/sql-data-science-r,3.7k,"['Data Science', 'Select (Sql)', 'Relational Databases (RDBMS)', 'R Programming', 'Tables (Database)']"
70,Data Science,"University of California, Irvine",Use Tableau for Your Data Science Workflow,Specialization,Beginner,https://www.coursera.org/specializations/tableau-for-data-science-workflows,Unknown,"['Multivariate Analysis', 'Univariate Analysis', 'visual storytelling', 'Tableau Software', 'Dashboard Design']"
71,Data Science,Coursera Project Network,Essential Causal Inference Techniques for Data Science,Guided Project,Beginner,https://www.coursera.org/projects/essential-causal-inference-for-data-science,Unknown,[]
72,Data Science,"University of California, Davis",SQL for Data Science Capstone Project,Course,Intermediate,https://www.coursera.org/learn/sql-data-science-capstone,21k,"['Presentation Skills', 'Data Analysis', 'SQL', 'creating metrics', 'Exploratory Data Analysis']"
73,Data Science,Johns Hopkins University,Building a Data Science Team,Course,Mixed,https://www.coursera.org/learn/build-data-science-team,43k,"['Team Building', 'Data Science', 'Management', 'Team Management']"
74,Data Science,University of Colorado Boulder,Statistical Inference for Estimation in Data Science,Course,Intermediate,https://www.coursera.org/learn/statistical-inference-for-estimation-in-data-science,1.7k,[]
75,Data Science,EIT Digital ,Data Science for Business Innovation,Course,Beginner,https://www.coursera.org/learn/data-science-for-business-innovation,11k,"['Data Science', 'Business Analytics', 'Decision-Making', 'Data Analysis', 'Big Data']"
76,Data Science,University of California San Diego,Code Free Data Science,Course,Beginner,https://www.coursera.org/learn/code-free-data-science,20k,[]
77,Data Science,Johns Hopkins University,Command Line Tools for Genomic Data Science,Course,Mixed,https://www.coursera.org/learn/genomic-tools,22k,"['Bioinformatics', 'Samtools', 'Unix', 'Command-Line Interface']"
78,Data Science,University of Colorado Boulder,Statistical Inference and Hypothesis Testing in Data Science Applications,Course,Intermediate,https://www.coursera.org/learn/statistical-inference-and-hypothesis-testing-in-data-science-applications,Unknown,[]
79,Data Science,IBM,Python para Data Science y AI,Course,Beginner,https://www.coursera.org/learn/python-para-data-science-y-ai,2.2k,[]
80,Data Science,University of Colorado Boulder,Data Science as a Field,Course,Intermediate,https://www.coursera.org/learn/data-science-as-a-field,1.6k,"['Data Science', 'Applied Mathematics', 'Information Science', 'Statistics', 'Computer Science']"
81,Data Science,University of Colorado System,Introduction to Clinical Data Science,Course,Intermediate,https://www.coursera.org/learn/introduction-clinical-data-science,13k,[]
82,Data Science,University of Illinois at Urbana-Champaign,Health Data Science Foundation,Course,Advanced,https://www.coursera.org/learn/health-data-science-foundation,Unknown,"['Graphs', 'Unsupervised Learning', 'Autoencoder', 'Deep Learning']"
83,Data Science,IBM,Advanced Data Science Capstone,Course,Advanced,https://www.coursera.org/learn/advanced-data-science-capstone,14k,[]
84,Data Science,Johns Hopkins University,Data Science Capstone,Course,Mixed,https://www.coursera.org/learn/data-science-project,34k,"['Data Science', 'Machine Learning', 'R Programming', 'Natural Language Processing']"
85,Data Science,Databricks,Applied Data Science for Data Analysts,Course,Intermediate,https://www.coursera.org/learn/applied-data-science-for-data-analysts,2.4k,"['Data Science', 'Machine Learning', 'Databricks']"
86,Data Science,Databricks,Data Science Fundamentals for Data Analysts,Course,Intermediate,https://www.coursera.org/learn/data-science-fundamentals-for-data-analysts,3.7k,"['Data Science', 'Data Analysis', 'Machine Learning']"
87,Data Science,Johns Hopkins University,The Data Science of Health Informatics,Course,Beginner,https://www.coursera.org/learn/the-data-science-of-health-informatics,13k,"['Data Science', 'Database (DBMS)', 'Data Analysis', 'Health Informatics', 'data querying']"
88,Data Science,"University of California, Irvine","Intro to Analytic Thinking, Data Science, and Data Mining",Course,Intermediate,https://www.coursera.org/learn/intro-analyticthinking-datascience-datamining,3.6k,"['Environmental Data Analysis', 'Data Documentation', 'Geophysical Data', 'Data Mining']"
89,Data Science,Johns Hopkins University,Bioconductor for Genomic Data Science,Course,Mixed,https://www.coursera.org/learn/bioconductor,18k,"['Bioinformatics', 'Bioconductor', 'Genomics', 'R Programming']"
90,Data Science,IBM,Data Science with R - Capstone Project,Course,Intermediate,https://www.coursera.org/learn/data-science-with-r-capstone-project,2k,"['Data Science', 'R Programming', 'Data Visualization (DataViz)', 'Linear Regression', 'Exploratory Data Analysis']"
91,Data Science,Coursera Project Network,Network Data Science with NetworkX and Python,Guided Project,Intermediate,https://www.coursera.org/projects/networkx,5k,[]
92,Data Science,Johns Hopkins University,Data Science in Real Life,Course,Mixed,https://www.coursera.org/learn/real-life-data-science,48k,"['Statistics', 'Data Science', 'Data Analysis', 'Data Management']"
93,Data Science,Google Cloud,Data Science on Google Cloud,Course,Advanced,https://www.coursera.org/learn/data-science-google-cloud,Unknown,"['Data ingestion', 'Bigquery', 'Data Processing', 'Data Visualization (DataViz)', 'SQL']"
94,Data Science,Microsoft,Perform data science with Azure Databricks,Course,Intermediate,https://www.coursera.org/learn/perform-data-science-with-azure-databricks,Unknown,"['Perform machine learning with Azure Databricks', 'Work with User-Defined Function (UDF) in Azure databricks', 'Work with DataFrames in Azure databricks', 'Use Azure Databricks and the Apache Spark notebook to process large amounts of data', 'Build and query a Delta Lake']"
95,Data Science,University of Colorado Boulder,Ethical Issues in Data Science,Course,Beginner,https://www.coursera.org/learn/ethical-issues-data-science,Unknown,"['Data Science', 'Ethics', 'Algorithms', 'Privacy', 'Philosophy']"
96,Data Science,Microsoft,Prepare for DP-100: Data Science on Microsoft Azure Exam,Course,Intermediate,https://www.coursera.org/learn/prepare-for-dp-100-design-a-data-science-solution-on-azure,Unknown,[]
97,Data Science,CertNexus,Address Business Issues with Data Science,Course,Intermediate,https://www.coursera.org/learn/address-business-issues-with-data-science,Unknown,"['Data-Informed Decision-Making', 'Scope (Project Management)', 'Business Process']"
98,Data Science,CertNexus,Finalize a Data Science Project,Course,Intermediate,https://www.coursera.org/learn/finalize-a-data-science-project,Unknown,"['Data Science', 'Communication', 'Data Visualization (DataViz)', 'production pipeline', 'Data Model']"
99,Data Science,University of California San Diego,Genomic Data Science and Clustering (Bioinformatics V),Course,Beginner,https://www.coursera.org/learn/genomic-data,13k,[]
100,Data Science,Università di Napoli Federico II,Python per la Data Science,Course,Intermediate,https://www.coursera.org/learn/python-per-la-data-science,Unknown,"['Acquisire raccogliere organizzare elaborare e modellare i dati', 'Problem solving proattivo', 'Scrittura di codici in maniera corretta ed efficace', 'Analizzare dati strutturati e non strutturati']"
101,Data Science,MathWorks,Data Science Project: MATLAB for the Real World,Course,Intermediate,https://www.coursera.org/learn/matlab-capstone,3.3k,"['Data Science', 'Predictive Modelling', 'Matlab', 'Machine Learning', 'Data Analysis']"
102,Data Science,Google Cloud,Data Science on Google Cloud: Machine Learning,Course,Advanced,https://www.coursera.org/learn/data-science-machine-learning-google-cloud,Unknown,"['Tensorflow', 'Machine Learning', 'Distributed Machine Learning', 'Spark']"
103,Data Science,LearnQuest,Introduction to Data Science and scikit-learn in Python,Course,Beginner,https://www.coursera.org/learn/data-science-and-scikit-learn-in-python,Unknown,"['Data Science', 'Machine Learning', 'regression', 'Statistical Hypothesis Testing', 'medical data']"
104,Data Science,Johns Hopkins University,Advanced Linear Models for Data Science 2: Statistical Linear Models,Course,Advanced,https://www.coursera.org/learn/linear-models-2,20k,[]
105,Data Science,Coursera Project Network,Statistics For Data Science,Guided Project,Beginner,https://www.coursera.org/projects/statistics-data-science,Unknown,[]
106,Data Science,Johns Hopkins University,Executive Data Science Capstone,Course,Mixed,https://www.coursera.org/learn/executive-data-science-capstone,14k,"['Data Science', 'Data Analysis', 'Management', 'Data Management']"
107,Data Science,Coursera Project Network,Julia for Beginners in Data Science,Guided Project,Beginner,https://www.coursera.org/projects/julia-beginners-data-science,Unknown,[]
108,Data Science,University of Colorado System,Advanced Clinical Data Science,Course,Intermediate,https://www.coursera.org/learn/advanced-clinical-data-science,1.6k,[]
109,Data Science,University of Colorado Boulder,Cybersecurity for Data Science,Course,Beginner,https://www.coursera.org/learn/cybersecurity-for-data-science,Unknown,"['Communication', 'Risk Analysis', 'Problem Solving']"
110,Data Science,"University of California, Davis",SQL für Data Science,Course,Beginner,https://www.coursera.org/learn/sql-for-data-science-de,Unknown,[]
111,Data Science,Icahn School of Medicine at Mount Sinai,Big Data Science with the BD2K-LINCS Data Coordination and Integration Center,Course,Intermediate,https://www.coursera.org/learn/bd2k-lincs,5.2k,[]
112,Data Science,University of Washington,Communicating Data Science Results,Course,Mixed,https://www.coursera.org/learn/data-results,16k,[]
113,Data Science,Coursera Project Network,Curso Completo de Data Science,Guided Project,Intermediate,https://www.coursera.org/projects/curso-completo-data-science,Unknown,[]
114,Data Science,Coursera Project Network,AutoML tools for data science,Guided Project,Beginner,https://www.coursera.org/projects/automl,Unknown,[]
115,Data Science,University of Washington,Data Science at Scale - Capstone Project,Course,Mixed,https://www.coursera.org/learn/datasci-capstone,2.3k,"['Python Programming', 'R Programming', 'Data Analysis', 'Data Wrangling', 'Statistics']"
116,Data Science,Coursera Project Network,Introducción a Pandas para Data Science,Guided Project,Beginner,https://www.coursera.org/projects/introduccion-a-pandas-para-data-science,Unknown,[]
117,Data Science,Coursera Project Network,Ciclo completo del desarrollo de un proyecto de Data Science,Guided Project,Beginner,https://www.coursera.org/projects/ciclo-completo-del-desarrollo-de-un-proyecto-de-data-science,Unknown,[]
118,Data Science,Coursera Project Network,Introduction to Widgets for Data Science,Guided Project,Beginner,https://www.coursera.org/projects/widgets-for-ds,Unknown,[]
119,Data Science,Coursera Project Network,Avoiding Data Science Pitfalls,Guided Project,Beginner,https://www.coursera.org/projects/ds-pitfalls,Unknown,[]
120,Data Science,University of Washington,Data Science at Scale,Specialization,Intermediate,https://www.coursera.org/specializations/data-science,83k,"['Python Programming', 'R Programming', 'Mapreduce', 'SQL', 'Relational Algebra', 'Random Forest', 'Predictive Analytics', 'Machine Learning', 'Data Analysis', 'Data Wrangling', 'Statistics']"
121,Data Science,Fundação Instituto de Administração,Marketing e Data Science,Specialization,Beginner,https://www.coursera.org/specializations/marketing-e-data-science,Unknown,"['Marketing estratÃ©gico', 'Modelo STP', 'Comportamento do consumidor', 'Key Performance Indicators (KPIs)', 'SegmentaÃ§Ã£o de mercado', 'Marketing de Performance', 'Customer churn', 'Redes neurais artificiais', 'RegressÃ£o logÃ\xadstica', 'Modelos de regressÃ£o', 'Ã\x81rvore de decisÃ£o', 'Conjoint Analysis']"
122,Data Science,Google,Google IT Support,Professional Certificate,Beginner,https://www.coursera.org/professional-certificates/google-it-support,1.2m,"['Debugging', 'Encryption Algorithms and Techniques', 'Customer Service', 'Network Protocols', 'Cloud Computing', 'Binary Code', 'Customer Support', 'Linux', 'Troubleshooting', 'Domain Name System (DNS)', 'Ipv4', 'Network Model']"
123,Data Science,IBM,IBM DevOps and Software Engineering,Professional Certificate,Beginner,https://www.coursera.org/professional-certificates/devops-and-software-engineering,480k,"['Cloud Native', 'Devops', 'CI/CD', 'Application development', 'Software Engineering', 'Test-Driven Development', 'Behavior-Driven Development', 'Iaas PaaS Saas', 'Hybrid Multicloud', 'Cloud Computing', 'Agile Software Development', 'Scrum Methodology']"
124,Data Science,IBM,IBM Data Analytics with Excel and R,Professional Certificate,Beginner,https://www.coursera.org/professional-certificates/ibm-data-analyst-r-excel,200k,"['Excel data preparation and visualization', 'Data Analytics and Modelling', 'R programming fundamentals', 'Cognos Analytics dashboards', 'SQL and RDBMS', 'Data Science', 'Spreadsheet', 'Data Analysis', 'Microsoft Excel', 'Pivot Table', 'Data Visualization (DataViz)', 'IBM Cognos Analytics']"
125,Data Science,University of Michigan,Python for Everybody,Specialization,Beginner,https://www.coursera.org/specializations/python,2.7m,"['Json', 'Xml', 'Python Programming', 'Database (DBMS)', 'Python Syntax And Semantics', 'Basic Programming Language', 'Computer Programming', 'Data Structure', 'Tuple', 'Web Scraping', 'Sqlite', 'SQL']"
126,Data Science,Stanford University,Machine Learning,Course,Mixed,https://www.coursera.org/learn/machine-learning,4.7m,"['Logistic Regression', 'Artificial Neural Network', 'Machine Learning (ML) Algorithms', 'Machine Learning']"
127,Data Science,IBM,IBM Data Warehouse Engineer,Professional Certificate,Beginner,https://www.coursera.org/professional-certificates/data-warehouse-engineering,270k,"['Relational Database (RDBMS)', 'Business Intelligence (BI)', 'Enterprise Data Warehouse (EDW)', 'SQL', 'Extract Transform Load (ETL)', 'Data Science', 'Database (DBMS)', 'NoSQL', 'Database (DB) Design', 'Database Architecture', 'Postgresql', 'MySQL']"
128,Data Science,IBM,IBM Applied AI,Professional Certificate,Beginner,https://www.coursera.org/professional-certificates/applied-artifical-intelligence-ibm-watson-ai,530k,"['Data Science', 'Deep Learning', 'Artificial Intelligence (AI)', 'Jobs', 'Machine Learning', 'Application Programming Interfaces (API)', 'watson', 'Python Programming', 'Data Analysis', 'Pandas', 'Numpy', 'Application development']"
129,Data Science,DeepLearning.AI,DeepLearning.AI TensorFlow Developer,Professional Certificate,Intermediate,https://www.coursera.org/professional-certificates/tensorflow-in-practice,330k,"['Computer Vision', 'Convolutional Neural Network', 'Machine Learning', 'Natural Language Processing', 'Tensorflow', 'Inductive Transfer', 'Augmentation', 'Dropouts', 'Tokenization', 'RNNs', 'Forecasting', 'Time Series']"
130,Data Science,IBM,IBM AI Engineering,Professional Certificate,Intermediate,https://www.coursera.org/professional-certificates/ai-engineer,300k,"['Python Libraries', 'Machine Learning', 'regression', 'Hierarchical Clustering', 'K-Means Clustering', 'Deep Learning', 'Artificial Neural Network', 'Artificial Intelligence (AI)', 'keras', 'Opencv', 'Image Processing', 'Computer Vision']"
131,Data Science,Google Cloud,Preparing for Google Cloud Certification: Machine Learning Engineer,Professional Certificate,Intermediate,https://www.coursera.org/professional-certificates/preparing-for-google-cloud-machine-learning-engineer-professional-certificate,350k,"['Google Cloud', 'Machine Learning', 'Feature Engineering', 'Tensorflow', 'Cloud Computing', 'Bigquery', 'Google Cloud Platform', 'Application Programming Interfaces (API)', 'Inclusive ML', 'Data Cleansing', 'Python Programming', 'Build Input Data Pipeline']"
132,Data Science,DeepLearning.AI,Neural Networks and Deep Learning,Course,Intermediate,https://www.coursera.org/learn/neural-networks-deep-learning,1m,"['Deep Learning', 'Artificial Neural Network', 'Backpropagation', 'Python Programming', 'Neural Network Architecture']"
133,Data Science,Johns Hopkins University,"HTML, CSS, and Javascript for Web Developers",Course,Mixed,https://www.coursera.org/learn/html-css-javascript-for-web-developers,690k,"['Html', 'JavaScript', 'Css Frameworks', 'Cascading Style Sheets (CCS)']"
134,Data Science,DeepLearning.AI,AI For Everyone,Course,Beginner,https://www.coursera.org/learn/ai-for-everyone,750k,"['Workflow of Machine Learning projects', 'AI terminology', 'AI strategy', 'Workflow of Data Science projects']"
135,Data Science,Stanford University,Introduction to Statistics,Course,Beginner,https://www.coursera.org/learn/stanford-statistics,100k,[]
136,Data Science,Imperial College London,Mathematics for Machine Learning,Specialization,Beginner,https://www.coursera.org/specializations/mathematics-machine-learning,300k,"['Eigenvalues And Eigenvectors', 'Principal Component Analysis (PCA)', 'Multivariable Calculus', 'Linear Algebra', 'Basis (Linear Algebra)', 'Transformation Matrix', 'Linear Regression', 'Vector Calculus', 'Gradient Descent', 'Dimensionality Reduction', 'Python Programming']"
137,Data Science,IBM,Introduction to Data Analytics,Course,Beginner,https://www.coursera.org/learn/introduction-to-data-analytics,150k,"['Data Science', 'Spreadsheet', 'Data Analysis', 'Microsoft Excel']"
138,Data Science,Google,Process Data from Dirty to Clean,Course,Beginner,https://www.coursera.org/learn/process-data,140k,"['Spreadsheet', 'Data Cleansing', 'Sample Size Determination', 'SQL', 'Data Integrity']"
139,Data Science,Duke University,Statistics with R,Specialization,Beginner,https://www.coursera.org/specializations/statistics,330k,"['Bayesian Statistics', 'Linear Regression', 'Statistical Inference', 'R Programming', 'Statistics', 'Rstudio', 'Exploratory Data Analysis', 'Statistical Hypothesis Testing', 'Regression Analysis', 'Bayesian Linear Regression', 'Bayesian Inference', 'Model Selection']"
140,Data Science,IBM,Excel Basics for Data Analysis,Course,Beginner,https://www.coursera.org/learn/excel-basics-data-analysis-ibm,87k,"['Data Science', 'Spreadsheet', 'Microsoft Excel', 'Data Analysis', 'Pivot Table']"
141,Data Science,Vanderbilt University,Data Management for Clinical Research,Course,Beginner,https://www.coursera.org/learn/clinical-data-management,77k,"['Survey Design', 'Data Collection', 'Data Management', 'Clinical Data Management']"
142,Data Science,University of Michigan,Statistics with Python,Specialization,Beginner,https://www.coursera.org/specializations/statistics-with-python,110k,"['Python Programming', 'Data Visualization (DataViz)', 'Statistical Model', 'Statistical inference methods', 'Statistics', 'Data Analysis', 'Confidence Interval', 'Statistical Inference', 'Statistical Hypothesis Testing', 'Bayesian Statistics', 'statistical regression']"
143,Data Science,Google,Data Analysis with R Programming,Course,Beginner,https://www.coursera.org/learn/data-analysis-r,110k,"['R Programming', 'Data Analysis', 'Data Visualization (DataViz)', 'R Markdown', 'Rstudio']"
144,Data Science,University of Colorado Boulder,Advanced Business Analytics,Specialization,Intermediate,https://www.coursera.org/specializations/data-analytics-business,210k,"['Data Analysis', 'Data Visualization (DataViz)', 'Mathematical Optimization', 'SQL', 'Data Model', 'Data Quality', 'Regression Analysis', 'Data Cleansing', 'Predictive Modelling', 'Exploratory Data Analysis', 'Simulation', 'Business Analytics']"
145,Data Science,"University of California, Davis",Introduction to Web Development,Course,Beginner,https://www.coursera.org/learn/web-development,190k,"['Css Code', 'Html', 'JavaScript', 'Cascading Style Sheets (CCS)']"
146,Data Science,University of Toronto,Learn to Program: The Fundamentals,Course,Beginner,https://www.coursera.org/learn/learn-to-program,280k,"['Python Syntax And Semantics', 'Computer Programming', 'Python Programming', 'Idle (Python)']"
147,Data Science,IBM,Ciencia de Datos de IBM,Professional Certificate,Beginner,https://www.coursera.org/professional-certificates/certificado-profesional-de-ciencia-de-datos-de-ibm,7.5k,"['Computer Vision', 'Analytics', 'Deep Learning', 'Regression Analysis', 'Combination', 'Average', 'Mathematical Optimization', 'Decision Tree', 'Grouped Data', ""Euler'S Totient Function"", 'Relational Database', 'SQL']"
148,Data Science,IBM,Machine Learning with Python,Course,Intermediate,https://www.coursera.org/learn/machine-learning-with-python,250k,"['Python Libraries', 'Machine Learning', 'regression', 'Hierarchical Clustering', 'K-Means Clustering']"
149,Data Science,IBM,Data Analysis with Python,Course,Beginner,https://www.coursera.org/learn/data-analysis-with-python,230k,"['Predictive Modelling', 'Python Programming', 'Data Analysis', 'Data Visualization (DataViz)', 'Model Selection']"
150,Data Science,Imperial College London,TensorFlow 2 for Deep Learning,Specialization,Intermediate,https://www.coursera.org/specializations/tensorflow2-deeplearning,30k,"['Tensorflow', 'keras', 'TensorFlow Probability', 'Probabilistic Neural Networks', 'Deep Learning', 'Probabilistic Neural Network', 'Generative Model', 'Probabilistic Programming Language (PRPL)']"
